time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1990-04-08T06:41:08.350Z,37.8613333,-122.0026667,6.076,1.96,md,24,56,0.06577,0.09,nc,nc155493,2016-12-17T04:02:01.220Z,"San Francisco Bay area, California",earthquake,0.2,0.55,0.13,13,reviewed,nc,nc
1990-04-08T05:44:28.550Z,37.8561667,-121.9978333,7.396,2.28,md,54,46,0.06486,0.07,nc,nc155490,2016-12-17T04:01:33.390Z,"San Francisco Bay area, California",earthquake,0.14,0.24,0.14,43,reviewed,nc,nc
1990-04-08T04:53:19.150Z,37.8656667,-121.9841667,5.367,2,md,33,56,0.07748,0.08,nc,nc155489,2016-12-17T04:01:21.690Z,"San Francisco Bay area, California",earthquake,0.15,0.37,0.17,17,reviewed,nc,nc
1990-04-08T04:27:04.200Z,37.8525,-121.9875,6.117,0.96,md,4,163,0.07027,0,nc,nc1175003,2016-12-17T04:01:09.231Z,"San Francisco Bay area, California",earthquake,0.57,2,0.63,4,reviewed,nc,nc
1990-04-08T04:22:16.090Z,37.8525,-121.9968333,5.852,0.92,md,12,57,0.06396,0.04,nc,nc159324,2016-12-17T04:01:05.330Z,"San Francisco Bay area, California",earthquake,0.26,0.78,0.24,4,reviewed,nc,nc
1990-04-08T03:41:41.330Z,37.8648333,-121.9805,5.007,2.1,md,27,55,0.07568,0.08,nc,nc155486,2016-12-17T04:00:44.030Z,"San Francisco Bay area, California",earthquake,0.17,0.48,0.14,12,reviewed,nc,nc
1990-04-08T01:17:16.440Z,37.8616667,-122.0018333,3.057,1.29,md,4,148,0.06667,0,nc,nc1174999,2016-12-17T04:00:15.583Z,"San Francisco Bay area, California",earthquake,0.47,2.71,0.12,4,reviewed,nc,nc
1990-04-08T01:16:39.640Z,37.8616667,-121.9968333,4.667,1.38,md,4,150,0.06937,0,nc,nc1174998,2016-12-17T04:00:11.767Z,"San Francisco Bay area, California",earthquake,0.7,7.01,0.22,4,reviewed,nc,nc
1990-04-08T01:15:30.170Z,37.8615,-121.9968333,4.957,1.19,md,4,150,0.06937,0,nc,nc1174997,2016-12-17T04:00:07.338Z,"San Francisco Bay area, California",earthquake,0.77,4.47,0.22,4,reviewed,nc,nc
1990-04-08T00:41:12.190Z,37.8655,-121.9816667,5.997,2.13,md,35,56,0.07568,0.07,nc,nc155479,2016-12-17T03:59:38.980Z,"San Francisco Bay area, California",earthquake,0.19,0.38,0.13,28,reviewed,nc,nc
1990-04-08T00:06:02.400Z,37.8661667,-121.9795,3.587,0.71,md,5,111,0.07387,0.03,nc,nc1174993,2016-12-17T03:59:19.308Z,"San Francisco Bay area, California",earthquake,0.42,2.35,0.45,4,reviewed,nc,nc
1990-04-07T22:07:19.900Z,37.8526667,-121.9985,6.457,1.42,md,12,100,0.06306,0.04,nc,nc159399,2016-12-17T03:58:49.636Z,"San Francisco Bay area, California",earthquake,0.23,0.47,0.19,7,reviewed,nc,nc
1990-04-07T22:06:44.450Z,37.8505,-122.0021667,6.134,1.47,md,10,144,0.05856,0.02,nc,nc159280,2016-12-17T03:58:45.730Z,"San Francisco Bay area, California",earthquake,0.42,0.41,0.19,8,reviewed,nc,nc
1990-04-07T19:34:42.590Z,37.8675,-121.9763333,5.267,1.5,md,11,62,0.07117,0.04,nc,nc155455,2016-12-17T03:57:15.778Z,"San Francisco Bay area, California",earthquake,0.25,0.82,0.19,6,reviewed,nc,nc
1990-04-07T19:09:21.620Z,37.8581667,-121.9976667,5.607,1.66,md,10,158,0.06667,0.08,nc,nc155611,2016-12-17T03:57:04.554Z,"San Francisco Bay area, California",earthquake,0.46,0.74,0.07,6,reviewed,nc,nc
1990-04-07T18:49:29.010Z,37.8585,-122.0006667,5.237,1.43,md,12,56,0.06486,0.05,nc,nc155452,2016-12-17T03:56:57.083Z,"San Francisco Bay area, California",earthquake,0.25,0.89,0.21,5,reviewed,nc,nc
1990-04-07T18:46:36.470Z,37.862,-122.0008333,5.936,1.99,md,25,55,0.06667,0.07,nc,nc159275,2016-12-17T03:56:53.270Z,"San Francisco Bay area, California",earthquake,0.19,0.43,0.15,14,reviewed,nc,nc
1990-04-07T18:26:27.660Z,37.867,-121.9788333,6.127,1.54,md,16,111,0.07297,0.03,nc,nc159273,2016-12-17T03:56:41.722Z,"San Francisco Bay area, California",earthquake,0.23,0.68,0.12,9,reviewed,nc,nc
1990-04-07T16:54:17.620Z,37.856,-121.981,5.527,1.91,md,16,51,0.07568,0.06,nc,nc155449,2016-12-17T03:55:41.766Z,"San Francisco Bay area, California",earthquake,0.2,0.58,0.1,7,reviewed,nc,nc
1990-04-07T15:53:16.750Z,37.8591667,-121.998,5.437,1.68,md,9,106,0.06667,0.07,nc,nc155447,2016-12-17T03:55:30.233Z,"San Francisco Bay area, California",earthquake,0.38,0.73,0.07,6,reviewed,nc,nc
1990-04-07T15:51:44.900Z,37.8635,-121.9958333,5.467,1.65,md,10,109,0.07117,0.04,nc,nc155446,2016-12-17T03:55:26.715Z,"San Francisco Bay area, California",earthquake,0.43,1.04,0.08,8,reviewed,nc,nc
1990-04-07T15:20:15.430Z,37.8676667,-121.9725,2.347,1.34,md,5,111,0.06937,0,nc,nc1174969,2016-12-17T03:55:19.282Z,"San Francisco Bay area, California",earthquake,0.42,4,0.38,4,reviewed,nc,nc
1990-04-07T15:07:19.950Z,37.86,-121.9771667,4.171,1.16,md,4,168,0.07658,0.01,nc,nc1174968,2016-12-17T03:55:07.615Z,"San Francisco Bay area, California",earthquake,2.63,6.3,0.26,3,reviewed,nc,nc
1990-04-07T12:41:41.080Z,37.8666667,-121.989,6.374,1.96,md,32,57,0.07748,0.06,nc,nc155436,2016-12-17T03:53:57.550Z,"San Francisco Bay area, California",earthquake,0.18,0.39,0.04,19,reviewed,nc,nc
1990-04-07T12:38:18.580Z,37.8643333,-121.9776667,4.657,1.37,md,4,160,0.07387,0,nc,nc1174957,2016-12-17T03:53:51.517Z,"San Francisco Bay area, California",earthquake,0.54,2.48,0.32,4,reviewed,nc,nc
1990-04-07T11:38:43.300Z,37.8583333,-121.998,4.226,1.24,md,11,105,0.06667,0.06,nc,nc155541,2016-12-17T03:52:40.610Z,"San Francisco Bay area, California",earthquake,0.22,1.06,0.13,5,reviewed,nc,nc
1990-04-07T11:37:55.400Z,37.86,-122.0028333,5.476,1.44,md,23,107,0.06486,0.09,nc,nc155537,2016-12-17T03:52:36.805Z,"San Francisco Bay area, California",earthquake,0.22,0.6,0.2,10,reviewed,nc,nc
1990-04-07T11:23:54.940Z,37.8646667,-121.9853333,5.167,1.67,md,15,58,0.07838,0.04,nc,nc159263,2016-12-17T03:52:32.749Z,"San Francisco Bay area, California",earthquake,0.2,0.75,0.04,13,reviewed,nc,nc
1990-04-07T11:16:34.370Z,37.8611667,-122.0018333,4.876,1.56,md,11,66,0.06577,0.05,nc,nc155433,2016-12-17T03:52:21.749Z,"San Francisco Bay area, California",earthquake,0.26,1.12,0.14,6,reviewed,nc,nc
1990-04-07T10:48:01.550Z,37.8633333,-122.0013333,6.456,2.45,md,19,79,0.06757,0.05,nc,nc159316,2016-12-17T03:52:03.245Z,"San Francisco Bay area, California",earthquake,0.19,0.43,0.14,15,reviewed,nc,nc
1990-04-07T10:18:55.750Z,37.8673333,-121.9746667,2.696,1.48,md,4,111,0.07027,0,nc,nc1174942,2016-12-17T03:51:18.145Z,"San Francisco Bay area, California",earthquake,0.5,4.34,0.3,4,reviewed,nc,nc
1990-04-07T09:06:05.710Z,37.8663333,-121.9805,5.394,2.01,md,14,73,0.07477,0.05,nc,nc159200,2016-12-17T03:50:04.490Z,"San Francisco Bay area, California",earthquake,0.22,0.68,0.16,9,reviewed,nc,nc
1990-04-07T08:01:19.840Z,37.8668333,-121.982,5.297,0.97,md,5,112,0.07568,0.02,nc,nc1174930,2016-12-17T03:49:13.105Z,"San Francisco Bay area, California",earthquake,0.42,1.91,0.62,4,reviewed,nc,nc
1990-04-07T07:54:54.520Z,37.864,-121.9905,5.954,2.73,md,61,46,0.07477,0.08,nc,nc155429,2016-12-17T03:49:04.580Z,"San Francisco Bay area, California",earthquake,0.12,0.22,0.13,59,reviewed,nc,nc
1990-04-07T07:49:41.840Z,37.8636667,-121.996,6.456,2.38,md,58,56,0.07117,0.07,nc,nc155428,2016-12-17T03:48:52.790Z,"San Francisco Bay area, California",earthquake,0.14,0.24,0.14,39,reviewed,nc,nc
1990-04-07T07:18:48.440Z,37.8646667,-121.9778333,5.327,1.56,md,5,149,0.07387,0.01,nc,nc1174925,2016-12-17T03:48:16.559Z,"San Francisco Bay area, California",earthquake,0.35,1.21,0.25,6,reviewed,nc,nc
1990-04-07T07:18:15.740Z,37.8675,-121.9758333,5.547,1.65,md,4,159,0.07117,0.01,nc,nc1174924,2016-12-17T03:48:12.864Z,"San Francisco Bay area, California",earthquake,0.55,3.38,0.34,4,reviewed,nc,nc
1990-04-07T06:16:06.030Z,37.8641667,-121.9825,4.377,0.97,md,4,157,0.07748,0,nc,nc1174918,2016-12-17T03:46:53.451Z,"San Francisco Bay area, California",earthquake,0.79,5.72,0.71,4,reviewed,nc,nc
1990-04-07T06:15:35.140Z,37.866,-121.9971667,4.657,1.3,md,4,147,0.07207,0.01,nc,nc1174917,2016-12-17T03:46:49.711Z,"San Francisco Bay area, California",earthquake,0.74,6.73,0.14,4,reviewed,nc,nc
1990-04-07T06:09:46.890Z,37.8646667,-121.9878333,6.184,2.03,md,23,46,0.07658,0.05,nc,nc159254,2016-12-17T03:46:29.388Z,"San Francisco Bay area, California",earthquake,0.2,0.39,0.18,17,reviewed,nc,nc
1990-04-07T06:01:51.110Z,37.8646667,-121.9846667,7.317,0.87,md,4,155,0.07838,0,nc,nc1174915,2016-12-17T03:46:18.095Z,"San Francisco Bay area, California",earthquake,0.94,5.46,0.45,4,reviewed,nc,nc
1990-04-07T05:46:12.610Z,37.864,-121.9828333,4.69,1.57,md,4,168,0.1153,0.01,nc,nc1174914,2016-12-17T03:46:02.574Z,"San Francisco Bay area, California",earthquake,0.55,8.26,0.08,4,reviewed,nc,nc
1990-04-07T05:44:00.870Z,37.8666667,-121.977,6.047,0.92,md,4,159,0.07207,0,nc,nc1174913,2016-12-17T03:45:58.673Z,"San Francisco Bay area, California",earthquake,0.58,3.22,0.64,4,reviewed,nc,nc
1990-04-07T05:40:17.700Z,37.8646667,-121.9825,3.747,1.19,md,4,157,0.07658,0,nc,nc1174912,2016-12-17T03:45:55.090Z,"San Francisco Bay area, California",earthquake,0.45,3.69,0.28,4,reviewed,nc,nc
1990-04-07T05:38:36.960Z,37.8671667,-121.9813333,5.907,0.87,md,4,156,0.07477,0,nc,nc1174911,2016-12-17T03:45:51.329Z,"San Francisco Bay area, California",earthquake,0.54,3.17,0.45,4,reviewed,nc,nc
1990-04-07T05:02:55.110Z,37.8585,-122.0006667,5.754,2.27,md,24,132,0.06486,0.07,nc,nc1174908,2016-12-17T03:45:36.218Z,"San Francisco Bay area, California",earthquake,0.24,0.43,0.12,14,reviewed,nc,nc
1990-04-07T05:00:51.620Z,37.8581667,-122.003,5.456,1.85,md,23,66,0.06306,0.07,nc,nc159146,2016-12-17T03:45:21.020Z,"San Francisco Bay area, California",earthquake,0.18,0.43,0.1,15,reviewed,nc,nc
1990-04-07T04:49:11.490Z,37.8658333,-121.9796667,4.302,2.72,md,7,111,0.07477,0.01,nc,nc159246,2016-12-17T03:45:04.891Z,"San Francisco Bay area, California",earthquake,0.68,2.74,1.17,3,reviewed,nc,nc
1990-04-07T04:49:01.140Z,37.8095,-121.9923333,7.461,1.46,md,9,274,0.09189,0.04,nc,nc159145,2016-12-17T03:45:01.202Z,"San Francisco Bay area, California",earthquake,2.92,0.88,,1,reviewed,nc,nc
1990-04-07T04:18:31.000Z,37.8633333,-121.9846667,5.897,1.57,md,12,109,0.07748,0.04,nc,nc159245,2016-12-17T03:44:36.295Z,"San Francisco Bay area, California",earthquake,0.28,0.82,0.03,6,reviewed,nc,nc
1990-04-07T04:17:49.960Z,37.8626667,-121.986,5.577,2.15,md,36,58,0.07658,0.08,nc,nc159244,2016-12-17T03:44:31.050Z,"San Francisco Bay area, California",earthquake,0.17,0.37,0.14,29,reviewed,nc,nc
1990-04-07T04:16:54.380Z,37.8641667,-121.9846667,5.937,1.78,md,20,59,0.07838,0.06,nc,nc159139,2016-12-17T03:44:24.968Z,"San Francisco Bay area, California",earthquake,0.22,0.61,0.15,10,reviewed,nc,nc
1990-04-07T04:02:54.480Z,37.8675,-121.9751667,5.697,1.68,md,9,111,0.07027,0.05,nc,nc159137,2016-12-17T03:44:13.813Z,"San Francisco Bay area, California",earthquake,0.36,1.16,0.33,7,reviewed,nc,nc
1990-04-07T03:56:56.030Z,37.8606667,-121.997,6.017,1.55,md,13,75,0.06847,0.04,nc,nc159134,2016-12-17T03:44:06.065Z,"San Francisco Bay area, California",earthquake,0.39,0.75,0.16,7,reviewed,nc,nc
1990-04-07T03:46:19.350Z,37.8606667,-121.9926667,5.421,2.54,md,33,134,0.1108,0.14,nc,nc159133,2016-12-17T03:44:01.190Z,"San Francisco Bay area, California",earthquake,0.46,0.82,0.14,20,reviewed,nc,nc
1990-04-07T03:45:50.710Z,37.8673333,-121.9911667,5.781,1.92,md,24,68,0.08108,0.04,nc,nc159186,2016-12-17T03:43:54.762Z,"San Francisco Bay area, California",earthquake,0.21,0.46,0.12,14,reviewed,nc,nc
1990-04-07T03:40:30.780Z,37.8621667,-121.9991667,5.976,2.59,md,51,53,0.06847,0.08,nc,nc159132,2016-12-17T03:43:49.680Z,"San Francisco Bay area, California",earthquake,0.16,0.28,0.17,37,reviewed,nc,nc
1990-04-07T03:27:26.750Z,37.868,-121.9793333,6.087,2.44,md,48,58,0.07297,0.08,nc,nc159127,2016-12-17T03:43:37.240Z,"San Francisco Bay area, California",earthquake,0.14,0.3,0.16,37,reviewed,nc,nc
1990-04-07T03:25:45.990Z,37.8665,-121.9748333,6.024,2.23,md,33,149,0.08559,0.07,nc,nc159126,2016-12-17T03:43:23.440Z,"San Francisco Bay area, California",earthquake,0.19,0.36,0.16,22,reviewed,nc,nc
1990-04-07T03:17:29.910Z,37.8528333,-121.985,4.351,1.29,md,4,166,0.07207,0.02,nc,nc1174903,2016-12-17T03:43:07.170Z,"San Francisco Bay area, California",earthquake,3.06,6.2,0.32,2,reviewed,nc,nc
1990-04-07T03:14:05.890Z,37.8605,-121.9988333,5.366,1.64,md,18,54,0.06757,0.05,nc,nc159124,2016-12-17T03:42:59.937Z,"San Francisco Bay area, California",earthquake,0.17,0.67,0.1,11,reviewed,nc,nc
1990-04-07T03:03:47.690Z,37.8673333,-121.978,4.957,2.05,md,19,99,0.07297,0.05,nc,nc159176,2016-12-17T03:42:52.659Z,"San Francisco Bay area, California",earthquake,0.18,0.43,0.11,16,reviewed,nc,nc
1990-04-07T03:02:28.140Z,37.8641667,-121.9833333,5.971,1.45,md,7,94,0.07748,0.02,nc,nc159174,2016-12-17T03:42:45.195Z,"San Francisco Bay area, California",earthquake,0.47,2.74,,1,reviewed,nc,nc
1990-04-07T02:48:39.660Z,37.865,-121.9823333,4.566,1.31,md,4,110,0.07658,0.01,nc,nc1174899,2016-12-17T03:42:04.012Z,"San Francisco Bay area, California",earthquake,1.1,7.39,0.19,3,reviewed,nc,nc
1990-04-07T02:45:37.510Z,37.8631667,-121.985,2.936,1.57,md,4,108,0.07928,0.01,nc,nc1174897,2016-12-17T03:41:56.559Z,"San Francisco Bay area, California",earthquake,0.41,4.24,0.08,4,reviewed,nc,nc
1990-04-07T02:42:17.840Z,37.8615,-121.9921667,4.227,2.41,md,14,56,0.07207,0.03,nc,nc10091104,2016-12-17T03:41:52.908Z,"San Francisco Bay area, California",earthquake,0.21,0.86,0.16,4,reviewed,nc,nc
1990-04-07T02:41:11.860Z,37.8628333,-121.9961667,6.317,3.7,ml,66,55,0.07027,0.06,nc,nc10091103,2016-12-17T03:41:47.260Z,"San Francisco Bay area, California",earthquake,0.11,0.17,,0,reviewed,nc,nc
1990-04-07T01:23:31.380Z,37.8663333,-121.9858333,5.451,0.58,md,5,123,0.07838,0.02,nc,nc1174892,2016-12-17T03:40:33.704Z,"San Francisco Bay area, California",earthquake,0.41,1.28,0.4,3,reviewed,nc,nc
1990-04-07T00:00:09.720Z,37.867,-121.9875,5.527,1.3,md,7,112,0.07838,0.01,nc,nc1174884,2016-12-17T03:38:52.785Z,"San Francisco Bay area, California",earthquake,0.31,1.36,0.14,4,reviewed,nc,nc
1990-04-06T23:57:40.360Z,37.8616667,-121.9971667,6.217,1.67,md,9,108,0.06937,0.04,nc,nc155677,2016-12-17T03:38:49.227Z,"San Francisco Bay area, California",earthquake,0.34,1.06,0.13,5,reviewed,nc,nc
1990-04-06T23:52:17.340Z,37.859,-122.002,4.151,1,md,4,185,0.06396,0,nc,nc1174882,2016-12-17T03:38:41.559Z,"San Francisco Bay area, California",earthquake,3.2,7.05,0.29,3,reviewed,nc,nc
1990-04-06T23:20:44.960Z,37.8646667,-121.997,6.387,2.7,md,74,57,0.07117,0.06,nc,nc155532,2016-12-17T03:38:20.730Z,"San Francisco Bay area, California",earthquake,0.1,0.19,0.16,71,reviewed,nc,nc
1990-04-06T23:03:06.650Z,37.8663333,-121.9841667,4.607,0.71,md,4,155,0.07748,0.01,nc,nc1174879,2016-12-17T03:38:02.562Z,"San Francisco Bay area, California",earthquake,1.07,7.24,0.45,4,reviewed,nc,nc
1990-04-06T23:01:19.240Z,37.8646667,-121.9946667,6.727,1.6,md,23,56,0.07207,0.04,nc,nc155529,2016-12-17T03:37:58.963Z,"San Francisco Bay area, California",earthquake,0.19,0.4,0.07,10,reviewed,nc,nc
1990-04-06T22:48:18.260Z,37.8658333,-121.9956667,7.127,2.43,md,60,43,0.07297,0.06,nc,nc155674,2016-12-17T03:37:41.850Z,"San Francisco Bay area, California",earthquake,0.1,0.24,0.16,53,reviewed,nc,nc
1990-04-06T22:46:52.270Z,37.863,-121.9938333,5.977,2.41,md,59,56,0.07207,0.07,nc,nc155527,2016-12-17T03:37:34.000Z,"San Francisco Bay area, California",earthquake,0.12,0.21,0.13,56,reviewed,nc,nc
1990-04-06T22:46:40.510Z,37.8661667,-121.9866667,4.897,0.71,md,5,111,0.07838,0.01,nc,nc1174877,2016-12-17T03:37:27.603Z,"San Francisco Bay area, California",earthquake,0.4,2.6,0.45,4,reviewed,nc,nc
1990-04-06T21:32:52.110Z,37.8646667,-121.9901667,5.067,1.5,md,5,111,0.07477,0.01,nc,nc1174869,2016-12-17T03:35:51.651Z,"San Francisco Bay area, California",earthquake,0.4,1.84,0.32,4,reviewed,nc,nc
1990-04-06T21:30:41.130Z,37.8666667,-121.9918333,6.167,2.11,md,23,57,0.07568,0.06,nc,nc1174868,2016-12-17T03:35:48.093Z,"San Francisco Bay area, California",earthquake,0.21,0.45,0.11,14,reviewed,nc,nc
1990-04-06T21:27:33.190Z,37.8666667,-121.9906667,6.367,2.29,md,41,58,0.07658,0.07,nc,nc155419,2016-12-17T03:35:42.590Z,"San Francisco Bay area, California",earthquake,0.17,0.34,0.19,33,reviewed,nc,nc
1990-04-06T21:19:29.560Z,37.8648333,-121.9956667,6.687,1.55,md,18,56,0.07207,0.05,nc,nc155418,2016-12-17T03:35:33.814Z,"San Francisco Bay area, California",earthquake,0.21,0.5,0.16,7,reviewed,nc,nc
1990-04-06T21:18:03.840Z,37.8661667,-121.9905,6.167,1.55,md,10,112,0.07568,0.04,nc,nc1174867,2016-12-17T03:35:29.620Z,"San Francisco Bay area, California",earthquake,0.31,0.71,0.34,6,reviewed,nc,nc
1990-04-06T21:13:43.350Z,37.8618333,-122.0001667,5.317,1.8,md,10,108,0.06757,0.03,nc,nc1174865,2016-12-17T03:35:21.655Z,"San Francisco Bay area, California",earthquake,0.28,0.76,0.13,7,reviewed,nc,nc
1990-04-06T21:07:28.020Z,37.8611667,-122.0021667,6.097,2.11,md,27,98,0.06577,0.08,nc,nc1174863,2016-12-17T03:35:13.961Z,"San Francisco Bay area, California",earthquake,0.21,0.41,0.14,18,reviewed,nc,nc
1990-04-06T21:07:18.980Z,37.8663333,-121.9903333,5.647,0.83,md,5,113,0.07658,0.01,nc,nc1174862,2016-12-17T03:35:09.749Z,"San Francisco Bay area, California",earthquake,0.37,2.09,0.56,4,reviewed,nc,nc
1990-04-06T21:04:29.850Z,37.8591667,-122.0013333,4.627,1.84,md,6,106,0.06486,0.01,nc,nc1174860,2016-12-17T03:34:57.816Z,"San Francisco Bay area, California",earthquake,0.34,1.67,0.11,6,reviewed,nc,nc
1990-04-06T20:59:08.290Z,37.866,-121.9953333,6.057,2.39,md,40,57,0.07297,0.07,nc,nc1174859,2016-12-17T03:34:52.630Z,"San Francisco Bay area, California",earthquake,0.17,0.35,0.14,31,reviewed,nc,nc
1990-02-01T00:32:17.190Z,37.8343333,-121.962,7.343,1.21,md,10,114,0.08198,0.02,nc,nc151642,2016-12-16T20:52:37.673Z,"San Francisco Bay area, California",earthquake,0.42,0.99,0.13,6,reviewed,nc,nc
1989-12-26T05:42:00.240Z,37.8346667,-121.9916667,6.677,1.08,md,16,53,0.05946,0.02,nc,nc149658,2016-12-10T02:34:21.781Z,"San Francisco Bay area, California",earthquake,0.2,0.5,0.33,6,reviewed,nc,nc
1989-10-24T14:34:08.960Z,37.8293333,-121.9766667,6.277,1.8,md,21,80,0.06937,0.05,nc,nc217385,2016-12-09T17:28:21.544Z,"San Francisco Bay area, California",earthquake,0.16,0.39,0.14,10,reviewed,nc,nc
1989-10-22T10:15:20.430Z,37.8283333,-121.9783333,5.139,1.83,md,9,79,0.1018,0.07,nc,nc1167507,2016-12-09T16:41:53.721Z,"San Francisco Bay area, California",earthquake,0.31,1.08,0.12,7,reviewed,nc,nc
1988-10-05T18:44:44.090Z,37.809,-121.9601667,4.595,1,md,4,173,0.08198,0.03,nc,nc1159279,2016-12-08T11:05:21.940Z,"San Francisco Bay area, California",earthquake,0.91,6.96,0.13,4,reviewed,nc,nc
1988-10-05T09:53:38.710Z,37.8261667,-121.9645,8.853,1.18,md,16,76,0.07838,0.06,nc,nc124949,2016-12-08T11:04:06.135Z,"San Francisco Bay area, California",earthquake,0.3,0.69,0.07,8,reviewed,nc,nc
1988-07-14T03:05:40.780Z,37.834,-121.9668333,4.253,1.32,md,5,133,0.07838,0,nc,nc1157785,2016-12-08T05:53:03.687Z,"San Francisco Bay area, California",earthquake,0.83,4.73,0.01,3,reviewed,nc,nc
1988-06-26T07:23:53.570Z,37.8623333,-122.0011667,7.306,1.59,md,13,109,0.06667,0.03,nc,nc119544,2016-12-08T04:44:10.081Z,"San Francisco Bay area, California",earthquake,0.25,0.38,0.15,8,reviewed,nc,nc
1988-06-19T13:38:29.890Z,37.8323333,-121.9541667,7.493,1.18,md,10,77,0.08739,0.03,nc,nc119232,2016-12-08T04:19:10.170Z,"San Francisco Bay area, California",earthquake,0.35,0.88,0.08,5,reviewed,nc,nc
1987-12-19T20:19:00.750Z,37.8531667,-121.9598333,7.51,1.36,md,8,93,0.07297,0.02,nc,nc1154415,2016-12-07T15:49:39.640Z,"San Francisco Bay area, California",earthquake,0.32,0.94,0.1,7,reviewed,nc,nc
1987-12-19T14:26:16.040Z,37.8523333,-121.9581667,7.373,1.26,md,6,147,0.07297,0.01,nc,nc1154410,2016-12-07T15:49:04.230Z,"San Francisco Bay area, California",earthquake,0.44,2.07,0.07,5,reviewed,nc,nc
1987-11-26T11:44:24.800Z,37.8631667,-121.9868333,5.862,1.06,md,12,109,0.07658,0.05,nc,nc109073,2016-12-07T14:41:49.441Z,"San Francisco Bay area, California",earthquake,0.38,0.67,0.05,3,reviewed,nc,nc
1987-08-13T14:54:07.680Z,37.8166667,-121.9288333,6.646,1.1,md,9,100,0.05045,0.02,nc,nc104638,2016-12-07T09:06:25.455Z,"San Francisco Bay area, California",earthquake,0.5,0.79,0.05,4,reviewed,nc,nc
1987-06-10T06:48:13.710Z,37.8111667,-121.9783333,6.778,1.19,md,12,71,0.05495,0.02,nc,nc101653,2016-12-07T05:36:29.439Z,"San Francisco Bay area, California",earthquake,0.2,0.62,,1,reviewed,nc,nc
1987-06-05T15:24:23.120Z,37.8571667,-121.9546667,21.247,1.33,md,6,95,0.06757,0.01,nc,nc101490,2016-12-07T05:23:46.244Z,"San Francisco Bay area, California",earthquake,0.77,4.16,0.02,3,reviewed,nc,nc
1987-04-27T06:32:15.460Z,37.8663333,-121.956,8.71,1.16,md,9,104,0.06036,0.04,nc,nc99311,2016-12-07T03:05:15.914Z,"San Francisco Bay area, California",earthquake,0.3,1.04,0.03,3,reviewed,nc,nc
1987-03-08T18:25:15.690Z,37.8423333,-121.9526667,5.805,1.25,md,14,83,0.07568,0.05,nc,nc96303,2016-12-06T23:56:30.200Z,"San Francisco Bay area, California",earthquake,0.3,0.66,0.16,6,reviewed,nc,nc
1986-12-20T04:23:54.190Z,37.8441667,-121.9571667,13.899,1.66,md,28,105,0.07838,0.06,nc,nc90868,2016-12-06T15:10:13.247Z,"San Francisco Bay area, California",earthquake,0.2,0.53,0.07,14,reviewed,nc,nc
1986-12-07T04:46:02.370Z,37.816,-121.97,7.505,1.98,md,32,72,0.05495,0.06,nc,nc89558,2016-12-06T14:01:52.995Z,"San Francisco Bay area, California",earthquake,0.16,0.29,0.2,15,reviewed,nc,nc
1986-11-08T16:25:20.300Z,37.8128333,-121.9761667,7.545,1.84,md,31,71,0.05495,0.06,nc,nc87545,2016-12-06T11:58:36.580Z,"San Francisco Bay area, California",earthquake,0.16,0.3,0.15,23,reviewed,nc,nc
1986-10-17T04:47:36.820Z,37.8125,-121.9738333,6.695,1.02,md,8,92,0.05405,0.03,nc,nc85885,2016-12-06T10:14:57.219Z,"San Francisco Bay area, California",earthquake,0.34,0.84,0.13,4,reviewed,nc,nc
1986-10-14T08:49:52.170Z,37.815,-121.9773333,7.095,1.55,md,17,72,0.05766,0.07,nc,nc85652,2016-12-06T10:01:48.096Z,"San Francisco Bay area, California",earthquake,0.25,0.47,0.09,11,reviewed,nc,nc
1986-10-11T11:05:06.540Z,37.813,-121.9728333,5.446,1.73,md,20,133,0.05405,0.09,nc,nc85437,2016-12-06T09:50:06.248Z,"San Francisco Bay area, California",earthquake,0.23,0.57,0.22,16,reviewed,nc,nc
1986-10-11T08:38:08.120Z,37.8155,-121.974,7.554,1.71,md,20,90,0.05676,0.05,nc,nc85425,2016-12-06T09:49:47.131Z,"San Francisco Bay area, California",earthquake,0.19,0.34,0.09,15,reviewed,nc,nc
1986-10-11T07:12:35.430Z,37.8173333,-121.9678333,7.516,1.56,md,18,138,0.05586,0.08,nc,nc85561,2016-12-06T09:49:35.854Z,"San Francisco Bay area, California",earthquake,0.56,0.34,0.15,9,reviewed,nc,nc
1986-10-11T06:43:52.490Z,37.816,-121.9655,6.006,1.47,md,11,138,0.05405,0.08,nc,nc85569,2016-12-06T09:49:13.401Z,"San Francisco Bay area, California",earthquake,0.41,0.68,0.23,9,reviewed,nc,nc
1986-10-11T06:43:07.300Z,37.8171667,-121.965,6.996,1.42,md,12,91,0.05405,0.04,nc,nc85573,2016-12-06T09:49:09.603Z,"San Francisco Bay area, California",earthquake,0.34,0.56,0.15,8,reviewed,nc,nc
1986-10-11T06:41:53.720Z,37.816,-121.9631667,7.291,1.2,md,7,176,0.05315,0.02,nc,nc85558,2016-12-06T09:49:06.065Z,"San Francisco Bay area, California",earthquake,0.49,0.93,,1,reviewed,nc,nc
1986-10-11T06:39:37.430Z,37.8221667,-121.9643333,8.505,3.2,ml,76,44,0.05856,0.07,nc,nc85557,2016-12-06T09:49:00.950Z,"San Francisco Bay area, California",earthquake,0.1,0.23,,6,reviewed,nc,nc
